企业名称,项目编号,项目名称,主管部门,推荐部门
希罗镜下医疗科技发展（上海）有限公司,202406746,一次性带装置内镜夹（1206-E、1206-F、1206-U、1406-U）,松江区科学技术委员会,
蓝太克环保科技（上海）有限公司,202406747,赛格蒙分层陶瓷,普陀区科学技术委员会,
上海斐腾新材料科技有限公司,202406748,蜂窝陶瓷催化剂,闵行区科学技术委员会,
上海继尔新材料科技有限公司,202406749,塑料粒子（PA-A3TH，PA-A3TH-ZD，PA-A3TH-T，PA-A3TH-GT，PA-A3TH-VW-A230HS-VW50127，PA-A3TH-PA66-I，PA-A3TH-ZDBK-NP，PA-A3TH-VW-A220HS-VW50133，PA-A3TH-3）,奉贤区科学技术委员会,
上海路嘉胶粘剂有限公司,202406750,纸用EVA胶（型号：66236、6926、6936、26394K、6939L、26390K、6939D、26126、26125、26121、26121Ｍ、6939Ｋ、25801N，25094，25089、26121WD）,青浦区科学技术委员会,
上海三银涂料科技股份有限公司,202406751,荔枝石多彩涂料（SW1902、外用弹性）,青浦区科学技术委员会,
上海隧道工程有限公司,202406752,自动化盾构隧道导航技术服务,徐汇区科学技术委员会,上海隧道工程股份有限公司
上海隧道工程有限公司,202406753,盾构自主掘进技术服务,徐汇区科学技术委员会,上海隧道工程股份有限公司
上海隧道工程有限公司,202406754,盾构法隧道施工管控平台技术服务,徐汇区科学技术委员会,上海隧道工程股份有限公司
上海互海信息科技有限公司,202406755,互海通智能船舶管理系统技术服务,上海市张江科学城建设管理办公室,
中英海底系统有限公司,202406756,交错段海底电缆保护施工技术服务,长宁区科学技术委员会,
中英海底系统有限公司,202406757,直线布缆机进行海缆敷设施工技术服务,长宁区科学技术委员会,
上海浦景化工技术股份有限公司,202406758,乙二醇副产甲酸甲酯资源化利用技术服务,金山区科学技术委员会,
上海星图比特信息技术服务有限公司,202406759,AI智能算法系统技术服务,徐汇区科学技术委员会,
上海甄知科技有限公司,202406760,甄知燕千云服务管理平台软件信息技术服务,闵行区科学技术委员会,
上海市基础工程集团有限公司,202406761,基坑工程监测信息化管理技术服务,杨浦区科技和经济委员会,
上海太屋网络科技有限公司,202406762,太平洋房屋软件服务,徐汇区科学技术委员会,
宝付网络科技（上海）有限公司,202406763,宝付一键绑卡支付信息管理平台技术服务,徐汇区科学技术委员会,
见知数据科技（上海）有限公司,202406764,见知现金流尽调软件技术服务,徐汇区科学技术委员会,
上海宝冶集团有限公司,202406765,大跨度环保料场绿色建造技术服务,宝山区科学技术委员会,
项日葵医疗科技（上海）有限公司,202406766,手术跟台服务管理平台服务,普陀区科学技术委员会,
上海阿波罗机械股份有限公司,202406767,HDY500-600型低压安注泵,奉贤区科学技术委员会,
上海安池科技有限公司,202406768,燃料电池发动机（A2L）,青浦区科学技术委员会,
上海偌托新能源科技有限公司,202406769,氢燃料电池空气悬浮高速离心机（HT50-08）,松江区科学技术委员会,
上海派能能源科技股份有限公司,202406770,锂离子电池（FH10050）,上海市张江科学城建设管理办公室,
上海创一方智能技术有限公司,202406771,LED模块化场景智能云控系统（CYF-S300L）,上海市临港地区开发建设管理委员会,
上海思源弘瑞自动化有限公司,202406772,一二次融合成套柱上断路器,闵行区科学技术委员会,
上海旌祎科技有限公司,202406773,碳素结构钢（Q235B，0.8mm）,宝山区科学技术委员会,
上海汽轮机厂有限公司,202406774,高效单缸大功率凝汽式汽轮机,闵行区科学技术委员会,上海电气集团股份有限公司
上海中冶环境工程科技有限公司,202406775,钢渣透水混凝土路面砖（Cc40）,宝山区科学技术委员会,
索闻特环保科技（上海）有限公司,202406776,化学试剂助剂（3-甲基吡啶、乙腈）,奉贤区科学技术委员会,
上海环境工程设计研究院有限公司,202406777,间壁式污泥干化处理系统,静安区科技和经济委员会,
上海市政工程设计研究总院（集团）有限公司,202406778,生物协同水质检测系统,杨浦区科技和经济委员会,
上海琉兴环保科技有限公司,202406779,SYS-9900型烟气（SO2、NOX）排放连续监测系统,崇明区科学技术委员会,
上格环境科技（上海）有限公司,202406780,地下水污染治理技术服务,普陀区科学技术委员会,
上海复沅环保工程有限公司,202406781,污水处理裂解催化剂（FY-1）,松江区科学技术委员会,
上海希恩环保科技有限公司,202406782,全自动烟草异味处理系统（QVK）,奉贤区科学技术委员会,
上海建工环境科技有限公司,202406783,土壤原位快速改良技术服务,普陀区科学技术委员会,
上海发那科机器人有限公司,202406784,大型压铸件柔性加工系统（SRMC-iA-SM2-E02）,宝山区科学技术委员会,
上海发那科机器人有限公司,202406785,智能机器人柔性弯管自动化系统,宝山区科学技术委员会,
上海巨哥科技股份有限公司,202406786,科学级中波制冷热像仪MAG-F7,徐汇区科学技术委员会,上海市漕河泾新兴技术开发区发展总公司
上海良薇机电工程有限公司,202406787,全自动鼓泡器设备（RC-VP；RC-S）,崇明区科学技术委员会,
上海智世机器人有限公司,202406788,四向穿梭车（ZS-H150、ZS-H120、ZS-L2000）,闵行区科学技术委员会,
上海智世机器人有限公司,202406789,提升机（ZS-L1）,闵行区科学技术委员会,
中化学装备科技集团有限公司,202406790,四复合挤出生产线（90C/120C/200C/150C、90C/150C/200C/150C、90C/250C/150C/120C、120C/200C/200C/150C、120C/250C/200C/150C、150C/150C/150C/90C、150C/200C/250C/120C、200C/150C/120C/120C、200C/150C/150C/90C）,奉贤区科学技术委员会,
上海音锋机器人股份有限公司,202406791,托盘穿梭机器人（HP-4D、HP-2D）,松江区科学技术委员会,
米开罗那（上海）工业智能科技股份有限公司,202406792,Universal手套箱,金山区科学技术委员会,
上海塑尔热流道电气有限公司,202406793,注塑模具热流道系统,松江区科学技术委员会,
上海轩田智能科技股份有限公司,202406794,自动贴片机STKDB600,闵行区科学技术委员会,
上海艺迈实业有限公司,202406795,艺迈牌YBH型变频恒压无负压供水设备,金山区科学技术委员会,
思源清能电气电子有限公司,202406796,簇控式交直流一体储能系统（型号：ES8359）,闵行区科学技术委员会,
嬴彻星创智能科技（上海）有限公司,202406797,智能驾驶控制器总成（3602110A011S0、3602110A011S1、3602110A011S2、3602110A011S3、3602110A011S4、A638C00000048L01、H438C00000426、AZ000058000031/1、AZ9X25580161/1、C3602105-H19X1、C3602105-H19X2、C3602105-H19X3）,长宁区科学技术委员会,
中航国画（上海）激光显示科技有限公司,202406798,激光投影机（LP15、LP30、LP72、LP82、LP85、LP92、LP95、NP52）,静安区科技和经济委员会,
上海天和制药机械有限公司,202406799,旋转式压片机（ZP、ZP41、GZP、ZPW）,崇明区科学技术委员会,
上海欣巴自动化科技股份有限公司,202406800,摆轮式自动分拣机（SIMBABL2）,普陀区科学技术委员会,
上海耀杉电子科技有限公司,202406801,YS智能型压缩机控制器,奉贤区科学技术委员会,
上海迪凯标识科技有限公司,202406802,热转印打码机（D03S、D05S）,宝山区科学技术委员会,
上海宏赛自动化电气有限公司,202406803,HS-ACO01型宏赛ACO聚能自适应节能管理控制设备,奉贤区科学技术委员会,
上海矶怃科技有限公司,202406804,船艇陀螺减摇器（W-1、W-1.5、W-3、W-5、W-7、W-10、W-15、W-18、W-20、W-30、W-50、W-80、W-100、W-150、W-200、W-250、W-300、W-500、W-50X2、W-80X2）,松江区科学技术委员会,
上海翔洲电气科技有限公司,202406805,矿用隔爆型高压电缆连接器（LBG1-500/3.3，LBG2-500/3.3，LBG3-500/3.3，LBG4-630/10，LBG5-630/3.3，LBG12-630/3.3G，LBG24-125/3.3）,奉贤区科学技术委员会,
中太海碳（上海）环保科技有限公司,202406806,SC船用脱硫脱碳系统,虹口区科技和经济委员会,
上海汉钟精机股份有限公司,202406807,无油螺杆压缩机（AY-55A-D-AM、AY-75A-D-AM、AY-90A-D-AM、AY-110A-D-AM、AY-132A-D-AM、AY-160A-D-AM、AY-200A-D-AM、AY-250A-D-AM）,金山区科学技术委员会,
华域动力总成部件系统（上海）有限公司,202406808,扭矩减振器总成,青浦区科学技术委员会,
极研生物（上海）有限公司,202406809,智能样本存储设备HyperCryo（-80℃）,嘉定区科学技术委员会,
上海创灵包装机械制造有限公司,202406810,落盒机（LHZ-40/S、LHZ-40/2S、LH-50/S、LHZ-50/S、LHZ-60/S、LHZ-60/2S、LHZ-61/S、LHZ-70/S、LHZ-70/2S）,闵行区科学技术委员会,
上海星派自动化股份有限公司,202406811,XPZNX柔性智能包装系统,嘉定区科学技术委员会,
益发施迈茨工业炉（上海）有限公司,202406812,可控气氛多用炉（SHQ（F）-3/3-E、SHQ（F）-2/2-E、SHQ（F）-3/1-E、SHQ（F）-3/2-E、DHQ（F）-3/3-E、DHQ（F）-3/1-E、DHQ（F）-3/2-E）,奉贤区科学技术委员会,
上海立格仪表有限公司,202406813,SP38（H/MH/MHS/M/D/DF）型敏感元件,闵行区科学技术委员会,
上海创历制冷设备有限公司,202406814,自动出冰桶（HD-130B，HD-220B，HD-100B）,青浦区科学技术委员会,
上海翡叶动力科技有限公司,202406815,变桨伺服电机（YDPM-187-20/2）,松江区科学技术委员会,
上海英众建筑科技有限公司,202406816,YZ型弹簧隔振器,杨浦区科技和经济委员会,
上海真兰仪表科技股份有限公司,202406817,ZTM气体涡轮流量计（DN50、DN80、DN100、DN150、DN200、DN250、DN300）,青浦区科学技术委员会,
上海宗力印刷包装机械有限公司,202406818,圆压圆压痕工作站,金山区科学技术委员会,
上海宗力印刷包装机械有限公司,202406819,圆压圆打孔工作站,金山区科学技术委员会,
正泰电气股份有限公司,202406820,SWZ-100000/220天然酯绝缘油电力变压器,松江区科学技术委员会,
华荣科技股份有限公司,202406821,防爆配电装置（HRMD91、HRMD92、HRMD93）,嘉定区科学技术委员会,
上海林福机电有限公司,202406822,散装物料上料系统LF-BLXT-T1,闵行区科学技术委员会,
上海循道新能源科技有限公司,202406823,电动汽车交流充电桩（XD05CA、XD06CA、XD09CA、BA12A3、BA12B1、BA12B2）,松江区科学技术委员会,
上海金亭汽车线束有限公司,202406824,Tiguan整车低压线束（57G971147A、57G971161N、57G971162、57G971694E、57G971693F、57G972691、57G972692、57G972297、57G972298）,宝山区科学技术委员会,
上海力克机械有限公司,202406825,M型行星齿轮减速机,金山区科学技术委员会,
上海致达智能科技股份有限公司,202406826,配网馈线终端ZD30F30B,嘉定区科学技术委员会,
上海梅陇阀门有限公司,202406827,弹簧式安全阀（A41Y-16DN、A41Y-25DN、A41Y-40DN、A41Y-160DN、A41Y-320DN、A41Y-420DN、A42Y-16DN、A42Y-25DN、A42Y-40DN、A42Y-64DN、A42Y-100DN、A42Y-160DN、A42Y-320DN、DWA42Y-16DN、DWA42Y-25DN、DWA42Y-40DN）,嘉定区科学技术委员会,
上海耐吉电力集团有限公司,202406828,电力变压器S20-M-400/10-NX2,奉贤区科学技术委员会,
上海惠而顺精密工具股份有限公司,202406829,五合一美甲磨头（φ3.0、φ3.5、φ4.0、φ4.5、φ5.0、φ5.2、φ5.35、φ6.0、φ6.6、φ7.0、φ8.0）,宝山区科学技术委员会,
卡斯马汽车系统（上海）有限公司,202406830,前减振塔总成（P000000562001、P000000564001）,嘉定区科学技术委员会,
上海优华系统集成技术股份有限公司,202406831,优华能源管控系统软件V2.0,浦东新区科技和经济委员会,
上海禧发教育科技有限公司,202406832,基于BPM驱动的柔性企业管理软件V1.0,浦东新区科技和经济委员会,
上海纽脉医疗科技股份有限公司,202406833,经导管主动脉瓣膜系统（经导管主动脉瓣膜：TAV型、经导管主动脉瓣膜输送系统：TADS型、瓣膜载入器：TAVLR、主动脉瓣球囊扩张导管：BAV型、压握装置：CR-03、球囊充压装置：BID-38）,浦东新区科技和经济委员会,
上海西门子医疗器械有限公司,202406834,数字化透视摄影X射线机（LUMINOSImpulse虎魄）,浦东新区科技和经济委员会,
尚科生物医药（上海）有限公司,202406835,烟酰胺腺嘌呤二核苷酸,浦东新区科技和经济委员会,
上海航空机械有限公司,202406836,风挡雨刷装置（Q/DG-696、Q/DG-694、DG-331、/YS-233、/YS-228）,浦东新区科技和经济委员会,
上海建工建材科技集团股份有限公司,202406837,低碳泡沫混凝土,浦东新区科技和经济委员会,
上海建工建材科技集团股份有限公司,202406838,预制轻量化UHPC构件,浦东新区科技和经济委员会,
